review_id,rating,text,sentiment,created_time,clean_text,topic,topic_label
7554824,5,"Cực kì hài lòng Sách cầm nhẹ tay, đọc dễ hiểu bởi dùng ngôn ngữ khá đơn giản. Cách dùng từ nhẹ nhàng, ví von hay và khi miêu tả nội tâm tác giả hay dùng phép liên tưởng tới sự vật, hoàn cảnh khiến người đọc bị cuốn vào những câu từ và dễ dàng hình dung. Sách giảm giá 60% lận nhưng chất lượng bìa lẫn trang giấy vẫn siêu đẹp. Vì mê coverbook bản tiếng anh hơn nên mua còn bên nhã nam thì đã phát hành bản dịch tiếng việt rùi :D",positive,,cầm nhẹ_tay đọc dễ hiểu bởi dùng ngôn_ngữ khá đơn_giản cách dùng nhẹ_nhàng ví_von hay khi miêu_tả nội_tâm_tác_giả hay dùng phép liên_tưởng tới sự_vật hoàn_cảnh khiến người đọc cuốn vào câu dễ_dàng hình_dung giảm_giá 60 lận chất_lượng bìa lẫn trang giấy siêu_đẹp vì mê coverbook bản tiếng hơn mua bên nhã nam phát_hành bản dịch tiếng việt rùi d,4,GENERAL
19460920,5,"Cực kì hài lòng Sách gói kỹ, giấy in tốt. Bìa đẹp",positive,,sách_gói kỹ giấy in tốt bìa đẹp,3,LOGISTICS
6371946,5,"Giao hàng nhanh Tiki giao hàng nhanh không ngờ, mình ở khu vực tỉnh, đặt trưa thứ 5, tầm sáng thứ 6 hàng đã có ở bưu cục chỗ mình rồi, sang trưa thứ 7 shipper giao luôn ?? sách của mình có bookcare, đóng gói oke",positive,,giao nhanh giao nhanh ngờ ở khu_vực tỉnh đặt trưa thứ 5 tầm sáng thứ 6 ở bưu_cục chỗ sang trưa thứ 7 shipper giao luôn bookcare đóng_gói oke,2,LOGISTICS
8940897,5,"Cực kì hài lòng Sách giấy xịn và dịu cho mắt, không bị nát hay xước ở đâu cả.
Bạn nào fan của Haruki mà ưa bản dịch tiếng Anh hơn thì nên sưu tầm.",positive,,giấy xịn dịu mắt nát hay xước ở đâu cả nào fan haruki ưa bản dịch tiếng hơn sưu_tầm,4,GENERAL
4911388,5,"Cực kì hài lòng nhận được sách khá ưng, cứ ngỡ paperback ý là mass paperback nhưng nó là kiểu bình thường",positive,,nhận khá ưng cứ ngỡ paperback_ý mass_paperback nó kiểu,2,LOGISTICS
5568705,5,Cực kì hài lòng Giao hàng nhanh đóng gói cẩn thận,positive,,giao nhanh đóng_gói cẩn_thận,3,LOGISTICS
4437989,5,Cực kì hài lòng sách sạch đẹp nội dung rất tình cảm đáng mua lắmm,positive,,sạch_đẹp nội_dung tình_cảm đáng mua lắmm,4,GENERAL
3528376,5,"Cực kì hài lòng Dạ, dất xinh xẻo. Cuk kì toẹt xời, xịn nắm các bạn á. Mua ngay mua ngay, có cả lót ly đi kèm nha UvU",positive,,dạ_dất xinh_xẻo cuk_kì toẹt xời xịn nắm á mua ngay mua ngay cả lót_ly đi kèm_nha uvu,4,GENERAL
4343024,5,"Cực kì hài lòng Sách rất đẹp, không có vấn đề gì",positive,,đẹp vấn_đề gì,1,PRODUCT_QUALITY
347640,5,"Khongtu Sumire is in love with a woman seventeen years her senior. But whereas Miu is glamorous and successful, Sumire is an aspiring writer who dresses in an oversized second-hand coat and heavy boots like a character in a Kerouac novel.

Sumire spends hours on the phone talking to her best friend K about the big questions in life: what is sexual desire, and should she ever tell Miu how she feels for her? Meanwhile K wonders whether he should confess his own unrequited love for Sumire.

Then, a desperate Miu calls from a small Greek island: Sumire has mysteriously vanished...",positive,,khongtu sumire is in love with a woman seventeen years her senior but whereas miu is_glamorous and_successful sumire is an_aspiring writer who dresses in an_oversized second hand_coat and_heavy boots like a_character in a kerouac novel sumire spends hours on the phone talking to her best friend k about the big questions in life what is sexual_desire and_should she ever tell miu how she feels for her meanwhile k wonders whether he should confess his own unrequited love for_sumire then_a desperate miu calls from a small greek island sumire has mysteriously vanished,0,PRICING
285794,5,"Nhận xét sách Sách rất hay và ý nghĩa, tôi đã từng đọc quyển sách này. Chất lượng giao hàng của Tiki rất tốt, lúc mua sản phẩm sách này tôi chưa có tài khoản nên nhờ bạn mua dùm, Tiki giao hàng rất nhanh chóng, chỉ có 3 ngày thôi là tôi đã được cầm sản phẩm trên tay. Hôm nay tôi đã lập tài khoản và sẽ luôn luôn lựa chọn Tiki là nơi mua sắm hàng đầu: vừa rẻ, chất lượng tốt, tin tưởng tuyệt đối. Chúc toàn thể cán bộ công nhân viên của Tiki sẽ thật nhiều sức khoe, và hi vọng Tiki sẽ mở rộng dịch vụ và bán nhiều mặt hàng hơn nữa nhằm phục vụ nhu cầu ngày càng đa dạng của người tiêu dùng.",positive,,nhận_xét hay ý_nghĩa từng đọc quyển chất_lượng giao tốt lúc mua chưa tài_khoản nhờ mua dùm giao nhanh_chóng chỉ 3 ngày thôi cầm trên tay hôm_nay lập tài_khoản luôn_luôn lựa_chọn nơi mua_sắm hàng_đầu vừa rẻ chất_lượng tốt tin_tưởng tuyệt_đối_chúc toàn_thể cán_bộ công_nhân_viên thật nhiều sức khoe hi_vọng mở_rộng dịch_vụ bán nhiều mặt_hàng hơn_nữa nhằm phục_vụ nhu_cầu ngày_càng đa_dạng người tiêu_dùng,2,LOGISTICS
11780212,5,"Cực kì hài lòng -Vì dịch, không có shipper nên đơn hàng của mình bị giao trễ hơn một tuần so với dự kiến.
-Lúc giao tới sách được Fahasa đóng gói chắc chắn, bao nilon bên ngoài sách, có miếng xốp mỏng chống va đập.
-Bìa sách mềm, đẹp, mở ra sẽ k bị tạo nếp ở gáy sách.
-Có hoá đơn đầy đủ chi tiết!",positive,,vì dịch shipper đơn giao_trễ hơn tuần so với dự_kiến lúc giao tới fahasa đóng_gói chắc_chắn bao nilon bên ngoài miếng xốp mỏng chống va_đập bìa mềm_đẹp mở ra k tạo nếp ở gáy hóa_đơn đầy_đủ chi_tiết,2,LOGISTICS
15916388,5,"Cực kì hài lòng Lần đầu mình mua sách tiếng anh đọc. Mình đã có trải nghiệm rất tốt luôn, chỉ hơi thất vọng về chất lượng của trang giấy thôi, dễ bị vàng ố và k thể sd highlight hay note bút nước lên được.",positive,,lần đầu mua tiếng đọc trải_nghiệm tốt luôn chỉ thất_vọng chất_lượng trang giấy thôi dễ vàng_ố k_thể sd_highlight hay note bút nước lên,4,GENERAL
8052749,5,"Cực kì hài lòng Mình mới đặt mớ trong hình hôm qua, nhưng hôm nay đã được giao hàng luôn r ( mình đặt giao hàng tiêu chuẩn nhen), thích quá ?
Về nội dung thì mình đã đọc bản tiếng việt và thấy thích quá nên giờ mua thêm bản tiếng Anh. Một câu chuyện đáng đọc nè. 
Sách mới, còn nguyên bọc rất chắc chắn luôn nhé.",positive,,mới đặt mớ trong hình hôm_qua hôm_nay giao luôn r đặt giao tiêu_chuẩn nhen_thích quá nội_dung đọc bản tiếng việt thấy thích quá giờ mua thêm bản tiếng câu_chuyện đáng đọc nè mới nguyên_bọc chắc_chắn luôn nhé,4,GENERAL
14836992,3,"Bình thường Sách đã ngã vàng có vẻ như đã cũ, dù đã bao kiến nhưng vẫn có vết bụi bám vào sách
Cũng không biết sách thật hay giả l",neutral,,ngã vàng có_vẻ cũ dù bao_kiến vết bụi bám vào biết thật hay giả l,2,LOGISTICS
17478355,4,"Hài lòng Chung quy chất lượng oke đóng gói kĩ ạ, có điều hình sản phẩm và phần đọc thử thì lại là TAnh mà khi mua về là Tiếng Việt ạ. Mong shop sửa lại giao diện nha!",positive,,chung_quy chất_lượng oke đóng_gói kĩ_ạ điều_hình phần đọc thử tanh khi mua tiếng việt ạ mong_shop sửa giao_diện nha,4,GENERAL
2817543,1,"Cực kì bức xúc: TIKI nâng giá sách lên rồi giảm giá mạnh? Thường thì khi mua hàng trên mạng tôi thường so sánh giá ở các website khác để xem thử giá gốc có đúng với giá thị trường không. Riêng mặt hàng sách thì tôi không làm vậy vì sách có in giá nên không cửa hàng nào dám nâng giá lên rồi khuyến mãi giảm giá xuống. Nhưng sản phẩm này tôi mua do FAHASA phân phối có tình trạng trên: xem hình gởi kèm để rõ. Tôi cần lời giải thích thỏa đáng từ cả TIKI và FAHASA. Cho 1* vì cách bán hàng. Nhiều sản phẩm sách nước ngoài khác do FAHASA phân phối cũng rơi vào tình trạng tương tự: giá bán của FAHASA ở TIKI cao rất nhiều so với giá gốc ở website FAHASA, sau đó được giảm mạnh xuống lại.",negative,,bức_xúc nâng_giá lên giảm_giá mạnh_thường khi mua trên mạng thường so_sánh giá ở website khác để xem thử giá gốc đúng với giá thị_trường riêng mặt_hàng làm_vậy vì in giá cửa_hàng nào dám nâng_giá lên khuyến_mãi giảm_giá xuống mua do fahasa phân_phối tình_trạng trên xem hình_gởi kèm để rõ cần lời giải_thích thỏa_đáng cả fahasa 1 vì cách bán nhiều nước_ngoài khác do fahasa phân_phối rơi vào tình_trạng tương_tự giá bán fahasa ở cao nhiều so với giá gốc ở website fahasa sau giảm mạnh xuống,4,GENERAL
3061918,5,"Cực kì hài lòng Giao hàng nhanh. Thường sách ngoại văn nhìn khá cũ và bạc màu nhưng mình thấy cuốn này mới, xịn, và không bị nhăn hay nếp gấp. Chỉ có điều là không được bọc sách, hy vọng FAHASA có thể áp dụng bọc sách trong những lần tới",positive,,giao nhanh thường ngoại_văn nhìn khá cũ bạc_màu thấy cuốn mới xịn nhăn hay nếp gấp chỉ có_điều bọc hy_vọng fahasa có_thể áp_dụng bọc trong lần tới,1,PRODUCT_QUALITY
10244196,5,Cực kì hài lòng sách đẹp mua trên tiki nên không lo về chất lượng sách?.,positive,,đẹp mua trên lo chất_lượng,1,PRODUCT_QUALITY
2719023,5,"Quá đỉnh Sản phẩm thực sự được đóng gói một cách rất kĩ lưỡng, rất đáng để mua. Mặc dù chưa đọc thử nhưng vì quá ấn tượng với chất lượng của sản phẩm nên phải đánh giá liền. Cảm thấy rất hài lòng",positive,,quá đỉnh thực_sự đóng_gói một_cách kĩ_lưỡng đáng để mua mặc_dù chưa đọc thử vì quá ấn_tượng với chất_lượng phải đánh_giá liền cảm_thấy,4,GENERAL
15329617,5,"Cực kì hài lòng Hàng giao nhanh quớ 🤭🤭 sách thì đẹp xỉuuu luôn, không bị nhăn hay thế nào luôn ýyyy 😗",positive,,giao nhanh quớ_sách đẹp xỉuuu luôn nhăn hay thế_nào luôn ýyyy,3,LOGISTICS
3308170,1,"Rất không hài lòng Mua cuốn này cách đây 2 tháng nhưng h mới nhớ để vào viết đánh giá. Mình có 1 cuốn bảng tiếng việt và thực sự thích nên muốn sở hửu thêm bảng tiếng anh với giá khá cao hơn bảng Việt. Tuy nhiên, Cuốn sách mình nhận được quá sức tệ. Bìa thì cũ, sách thì phồng lên ( vì sách mới chưa đọc sẽ thẳng và các trang sách khít với nhau) , đây là lần đầu tiên gặp tình trạng này. Mình nghĩ cuốn đấy là sách cũ, bị tồn kho nhưng vẫn cứ giao cho khách. 
Cho 1 sao",negative,,mua cuốn cách đây 2 tháng h mới nhớ để vào viết đánh_giá 1 cuốn bảng tiếng việt thực_sự thích muốn sở hửu thêm bảng tiếng với giá khá cao hơn bảng việt tuy_nhiên cuốn nhận quá_sức tệ_bìa cũ phồng lên vì mới chưa đọc thẳng trang sách_khít với nhau đây lần đầu_tiên gặp tình_trạng nghĩ cuốn đấy cũ tồn_kho cứ giao khách 1 sao,4,GENERAL
17758749,5,"Cực kì hài lòng Sách đẹp, chất lượng tốt, in cẩn thận.",positive,,đẹp chất_lượng tốt in cẩn_thận,3,LOGISTICS
7550463,1,"Rất không hài lòng tệ. sách cũ, hàng tồn kho. Nhìn năm in sách là 2014 mà năm nay 2021 r. sách bụi dơ. chất lượng kém.",negative,,tệ_sách cũ tồn_kho nhìn năm in 2014 năm nay 2021 r bụi_dơ chất_lượng kém,2,LOGISTICS
14814303,5,"Cực kì hài lòng đóng gói ok lammm lun, sách dc bọc kĩ càng, mỗi tội hơi dính bẩn tí phía dưới đế sách",positive,,đóng_gói ok lammm lun dc_bọc kĩ_càng mỗi tội dính bẩn tí phía dưới đế,1,PRODUCT_QUALITY
16831672,4,"Cực kì hài lòng gáy sách còn bị lỗi xíu, nhưg giao hàng nhanh hơn dự kiến",positive,,gáy lỗi_xíu nhưg giao nhanh hơn dự_kiến,3,LOGISTICS
