review_id,rating,text,sentiment,created_time
20020654,5,"Cực kì hài lòng 1000000đ thui, dễ thương, cưng dữ luôn é. Nội dung hay hình ảnh rõ nét in màu toàn bộ, nói chung là đẹp lắm luôn. Tuỵt vờiiiii",positive,2024-10-31 15:37:19
6407,5,Không ổn This is a sample review content 6407,positive,2025-12-24 00:00:00
6408,3,Bình thường This is a sample review content 6408,neutral,2022-09-22 00:00:00
6409,2,Rất tốt This is a sample review content 6409,negative,2023-02-28 00:00:00
6410,5,Không ổn This is a sample review content 6410,positive,2020-03-22 00:00:00
20177117,5,Cực kì hài lòng,positive,2025-10-03 20:11:23
20148815,5,Cực kì hài lòng,positive,2025-07-20 00:17:17
20131155,5,Cực kì hài lòng,positive,2025-06-03 17:01:18
20095030,5,Cực kì hài lòng,positive,2025-03-12 16:18:55
6411,4,Không ổn This is a sample review content 6411,positive,2020-08-16 00:00:00
6412,5,Không ổn This is a sample review content 6412,positive,2020-08-04 00:00:00
6413,1,Rất tốt This is a sample review content 6413,negative,2020-12-07 00:00:00
6414,1,Tốt This is a sample review content 6414,negative,2020-03-29 00:00:00
20065956,5,Cực kì hài lòng,positive,2025-01-14 12:44:54
20042482,5,Cực kì hài lòng,positive,2024-12-04 12:45:12
20035488,5,Cực kì hài lòng,positive,2024-11-22 13:34:29
20016532,5,Cực kì hài lòng,positive,2024-10-26 16:28:21
6415,1,Tốt This is a sample review content 6415,negative,2021-06-16 00:00:00
6416,3,Không ổn This is a sample review content 6416,neutral,2020-07-28 00:00:00
20011776,5,Cực kì hài lòng,positive,2024-10-21 18:51:29
19142111,5,Cực kì hài lòng,positive,2023-04-28 20:38:36
18915057,5,Cực kì hài lòng,positive,2023-03-06 16:21:51
15775104,1,"Rất không hài lòng đóng gói quá tệ, chỉ bỏ vào hộp rộng, mặc kệ rung lắc cong gập",negative,2022-04-05 07:29:24
6417,2,Không ổn This is a sample review content 6417,negative,2022-03-22 00:00:00
6418,3,Không ổn This is a sample review content 6418,neutral,2020-07-10 00:00:00
6419,4,This is a sample review content 6419,positive,2021-04-10 00:00:00
6420,5,Bình thường This is a sample review content 6420,positive,2021-08-26 00:00:00
6421,2,This is a sample review content 6421,negative,2021-05-26 00:00:00
18591441,5,Cực kì hài lòng,positive,2023-01-07 20:27:36
9317676,5,Cực kì hài lòng Ngày xưa siêu thích bộ này luôn. Siêu cuốn,positive,2021-04-25 12:23:55
15509547,5,Cực kì hài lòng,positive,2022-03-20 10:09:15
9044581,4,Hài lòng Sách bị bẹp góc do ko có bọc chống xóc gì cả,positive,2021-04-12 15:16:57
6422,4,Bình thường This is a sample review content 6422,positive,2025-10-02 00:00:00
6423,4,Rất tốt This is a sample review content 6423,positive,2022-10-10 00:00:00
6424,5,Tốt This is a sample review content 6424,positive,2024-02-07 00:00:00
6425,4,Rất tốt This is a sample review content 6425,positive,2025-03-20 00:00:00
8387708,5,Cực kì hài lòng,positive,2021-03-13 23:16:21
8027604,5,Cực kì hài lòng Ok,positive,2021-02-27 11:15:39
5127581,5,Cực kì hài lòng,positive,2020-10-08 21:09:43
19934899,5,Cực kì hài lòng,positive,2024-07-23 19:56:17
6426,1,Tốt This is a sample review content 6426,negative,2023-03-26 00:00:00
6427,4,This is a sample review content 6427,positive,2023-09-29 00:00:00
6428,3,Rất tốt This is a sample review content 6428,neutral,2020-12-10 00:00:00
6429,3,Tốt This is a sample review content 6429,neutral,2020-02-22 00:00:00
19528521,5,Cực kì hài lòng,positive,2023-09-14 10:50:10
19890829,5,"Cực kì hài lòng Đầu tiên là sách giao về còn nguyên vẹn, không móp hay cuốn góc. Sách cầm chắc tay, bìa đẹp. Sau nữa là nội dung, phải nói là rất dễ thương luôn, đọc mà quắn quéo hết cả, thấy cưng gì đâu á!

Shipper dễ thương, nhiệt tình, mối quen nên giao mình nhanh lắm! Nói chuyện cũng vui vẻ vui vẻ nữa!",positive,2024-06-03 12:36:14
19368968,5,"Cực kì hài lòng Hàng giao nhanh cực kì, sách cute dễ thương xinh đẹp tuyệt zời, sách đẹp quá nên ko biết nói gì thêm, quá là oke cho 1 cuốn sách",positive,2023-07-11 12:33:25
19386499,5,Cực kì hài lòng Xinh xĩu luôn nha shop đóng gói làm mình hơi hết hồn nhưng trộm vía không bị df,positive,2023-07-17 15:24:16
19594269,5,"Cực kì hài lòng Tiki chuẩn bị hàng nhanh. Trong HCM nên nhận được cũng nhanh.
Hàng ko bị df, seal bị rách phía dưới, nếu ai mua để mở đọc thì ko ảnh hưởng lắm",positive,2023-10-16 23:18:14
6430,2,Rất tốt This is a sample review content 6430,negative,2021-05-23 00:00:00
19285019,5,"Cực kì hài lòng Huhu truyện dễ thương xỉu luôn 😭😭😭 Truyện đẹp, màu sắc tươi, bên shop cũng đóng gói cẩn thận lắm mọi người ạ!!! Nên mua mọi người ơi, không phí tiền đâuuuu",positive,2023-06-12 01:13:09
19300861,5,"Cực kì hài lòng Đóng gói không kĩ lắm nhưng cũng được, sách không bị hư.
Chất lượng sách tốt, nội dung hay nên mua.",positive,2023-06-16 23:10:57
19449506,5,Cực kì hài lòng Shop gói rất chắn chắn và anh Shipper giao cũng cực kỳ nhiệt tình,positive,2023-08-11 08:42:32
19260489,5,"Cực kì hài lòng Dễ thương lắm , im màu đẹp quà kèm cũng đẹp",positive,2023-06-04 22:03:45
19528148,5,"Cực kì hài lòng Bìa đẹp giao nhanh không hư hỏng bìa, truyện hay",positive,2023-09-14 08:31:38
19307990,5,Cực kì hài lòng Giao hàng nhanh. Hàng mới ok 👍,positive,2023-06-19 14:30:00
19271661,5,Cực kì hài lòng Xinh lắm lắm lun,positive,2023-06-08 07:59:10
19710073,5,Cực kì hài lòng,positive,2024-01-04 12:35:38
19700473,5,Cực kì hài lòng,positive,2023-12-28 19:50:40
19488488,5,Cực kì hài lòng,positive,2023-08-26 20:11:25
19272938,5,Cực kì hài lòng,positive,2023-06-08 13:19:35
19275714,5,"Cực kì hài lòng Giao hàng nhanh, sách xinh lắm ạ",positive,2023-06-09 09:33:51
19606111,5,Cực kì hài lòng,positive,2023-10-22 21:41:27
20167277,1,Rất không hài lòng Sản phẩm giao tới vừa mở ra đã thấy bị uốn đầu sách lật ra mặt sau thì rách luôn mới ghê chứ!,negative,
20021594,2,"Không hài lòng Sản phẩm đẹp, chất lượng nhưng khi theo dõi app thì mình không thấy ghi chi tiết là hàng đã tới đâu mà chỉ ghi chung chung là đang vận chuyển. Mình nghĩ nên cải thiện lại vấn đề này.",negative,
20150722,5,Cực kì hài lòng Đóng gói kĩ,positive,
18470489,5,"Cực kì hài lòng Đóng gói đẹp và đầy đủ. Sách không hề bị cong góc hay nhăn giấy nào. Sách in đẹp và chữ rõ ràng. Nội dung chi tiết, kèm cả CD bài nghe.",positive,
19944067,5,Cực kì hài lòng,positive,
20154358,5,Cực kì hài lòng,positive,
19052156,5,"Cực kì hài lòng Sách quá đẹp, đóng gói rất cẩn thận , mới đặt buổi sáng , chiều tối đã giao, sách rẻ , mình mua sale còn 217k",positive,
19965803,4,"Hài lòng Mở cd ko khớp với sách, ko biết là lỗi hay thế nào nhưng sách thì đẹp",positive,
14993242,5,"Cực kì hài lòng Sách đẹp xỉu, nhìn mà muốn học luôn á trời, được bọc nilong bên ngoài nên sách còn nguyên vẹn, ko bị trầy xước gì cả hí hí",positive,
12920530,4,"Hài lòng sách ok lắm nè, FAHASA uy tín, không rep tin nhắn thôi, nhưng sách ok nhe, giao hàng 12 ngày , nói chung ổn ap",positive,
14831923,5,"Cực kì hài lòng Anh nv ship khá dễ thương, hàng về tay mình rất nhanh, mình đặt từ hôm 5/2 mà ngày 7 đã về tay, sớm hơn dự kiến 6 ngày. Sách đẹp, chữ và hình không nhòe hay bị dính trang. Đĩa CD đi kèm sạch, không trầy. Nói chung là ưng lắm :3",positive,
16139225,5,"Cực kì hài lòng shiper gửi về khá là nhanh, sách đẹp, nhưng ở phần trên có một cái gì đó là giống nến chảy nhưng điều đó ko phải là vấn đề lớn.",positive,
19998847,4,Hài lòng,positive,
19954220,5,Cực kì hài lòng,positive,
11497887,5,Cực kì hài lòng,positive,
19612842,5,Cực kì hài lòng Complete IELTS B1 Student's Book,positive,
19933890,5,Cực kì hài lòng,positive,
3843163,3,Giao hàng quá lâu. Sách hơi cũ. Nhưng giao hàng trễ quá mình đặt ngày 12-06 nhưng tới 18-6 mới được giao. Phát hiện ra là ngày 17-06 mình gửi yêu cầu với tiki thì tối đó đơn hàng mới được đóng gói và gửi đi. lỡ mình vẫn ngồi chờ thì ko biết khi nào mới có hàng.,neutral,
12269173,5,"Cực kì hài lòng Sách cực đẹp luôn, màu sách ổn, giấy xịn, không nỡ viết vào luôn á. Sách cho người mới bắt đầu học thì hơi khó vì viết bằng tiếng anh.",positive,
9963375,5,"Cực kì hài lòng Sách rất ok có kèm cả đĩa CD 
Hàng về mới tinh k rách nát hay cũ",positive,
3480834,5,"Cực kì ưng, giao hàng nhanh Hơi bất ngờ vì bên giao hàng là của Fahasa chứ không phải Tiki nhưng công nhận là giao nhanh thật. Mình đặt hôm 25/4 dự kiến giao 4/5 mà hai hôm sau đã nhận được hàng rồi. Sách mới toanh, CD đầy đủ, không lỗi gì hết, có vết xước nhỏ trên sách nhưng không sao vẫn chấp nhận được.",positive,
14862747,5,"Cực kì hài lòng Giao hàng nhanh lắm lun ạ. Đóng gói chắc chắn, không sợ bị sốc sách hay móp méo. Sách còn mới tinh và đầy đủ đĩa CD. Sách rất có ích đối với việc học của em ạ.",positive,
19525041,5,Cực kì hài lòng Huu ich,positive,
17385168,5,"Cực kì hài lòng Giao hàng nhanh, chú giao hàng rất thân thiện. Sách được đóng gói cẩn thận chu đáo 10đ",positive,
17836990,5,"Cực kì hài lòng Sách rất dễ hiểu, có đầy đủ kiến thức cần thiết cho người học.",positive,
18810439,5,"Cực kì hài lòng Sách đẹp, đóng gói cẩn thận, đĩa CD thì lap win 11 cài báo lỗi",positive,
19653705,5,Cực kì hài lòng,positive,
19639819,5,Cực kì hài lòng,positive,
19595710,5,Cực kì hài lòng,positive,
156133,5,"Quá Tốt Luôn! Trong Tiếng Anh có rất nhiều cái gọi là Phrasal Verbs, cái này học rất khó bởi vì nghĩa có nó rất khó có thể đoán. Nhưng cuốn sách này có thể giúp bạn xử lí được Phrasal Verbs một cách ...ngon lành và dễ dàng. Với hơn 7000 Phrasal Verbs ( một số lượng rất đồ sộ ), nên có thể tra cứu rất dễ dàng, gần như Phrasal Verbs nào cũng có! :D Bìa sách thiết kế rất đẹp, chất lượng giấy tốt, các cụm động từ được trình bày rõ ràng, khoa học. Lại có cả phần bài tập vận dụng nữa chứ! :D Muốn mua cả quyển Idioms về cho đẹp đôi nhưng tiếc là Tiki hết hàng. :3",positive,
19579437,5,Cực kì hài lòng,positive,
19571841,5,Cực kì hài lòng,positive,
19560329,5,Cực kì hài lòng,positive,
19520251,4,Hài lòng,positive,
19485231,5,Cực kì hài lòng,positive,
11613211,5,"Cực kì hài lòng Mùa dịch nhưng shipper giao hàng đúng hạn. Sách được bọc kỹ càng, nguyên seal và mới❤️",positive,
19401018,5,Cực kì hài lòng,positive,
19395536,5,Cực kì hài lòng,positive,
19389412,5,Cực kì hài lòng,positive,
8960127,5,Cực kì hài lòng,positive,
12952370,3,Bình thường sách có đĩa CD nhưng giờ k có nhiều thiết bị sử dụng được đĩa CD thì bên mình có file nghe k ạ?,neutral,
19361466,5,Cực kì hài lòng,positive,
19343766,5,Cực kì hài lòng,positive,
15943953,5,"Cực kì hài lòng sách đẹp, giao nhanh
đĩa chương trình không tương thích win10 nên không cài đặt và dùng được",positive,
141867,5,"Là một cuốn sách đa năng! Trong khi học tiếng Anh thì khó tránh khỏi việc đụng chạm tới các ""Phrasal verbs"", khi được giới thiệu cuốn sách này thì mình quyết định mua đứt luôn.
Về chất lượng sách thì giấy rất tốt, trắng và rõ chữ. Bìa sách cũng rất đẹp nữa.
Sách gồm hơn 6000 phrasal verbs nên rất thuận tiện trong khi dùng. Phân mục rõ ràng, ví dụ nhiều và cụ thể nên rất dễ nhớ cách dùng, nhớ lâu nữa là  đằng khác. 
Ngoài là từ điển, xen giữa sách còn có cả bài tập áp dụng, rất thuận tiện trong việc ôn tập. Sách định nghĩa từ bằng tiếng Anh luôn nên mình cũng có thể rèn luyện thêm kĩ năng dò từ điển bằng tiếng Anh, tiện thể cũng có thể học tiếng Anh luôn. 
Nói tóm lại đây là một cuốn sách tuyệt vời!",positive,
14814452,5,"Cực kì hài lòng tối mùng 3 đặt mà trưa mùng 6 đã nhận đc rùi, sách bao bọc cẩn thận",positive,
17958682,5,Cực kì hài lòng Sp rất tốt,positive,
12920615,4,"Hài lòng sách rất đẹp , mượt , đc bao bọc nilon đàng hoàn k trầy xước và Có đĩa nhe 🤭",positive,
12752955,5,"Cực kì hài lòng sách đẹp, có bọc cẩn thận, không có lỗi gì",positive,
98935,5,"Rất tốt Sau khi được TIKI giao quyển này, ấn tượng đầu tiên của mình là ""sách rất đẹp"". Tham khảo nội dung bên trong mình thấy rất hữu ích, những phrasal verbs đều có từ 1 đến 2 câu ví dụ minh họa giúp người đọc rất dễ nắm được nghĩa của phrasal verb đó; size chữ vừa nhìn (ko quá nhỏ như 1 số từ điển khác làm mỏi mắt người đọc); có KEY trước những phrasal verbs thường gặp.... 
Đặc biệt ở giữa sách có thêm phần ""Tips on learning phrasal verbs"" rất chi tiết, hướng dẫn người đọc làm cách nào để ghi nhớ từ được lâu hơn.... Nói chung mình thấy quyển này rất tuyệt.
Tuy nhiên nếu TIKI tặng thêm COVER cho quyển này nữa thì tuyệt, vì em ấy đẹp quá mà để trầy xước thì thật tiếc !",positive,
17291030,5,"Cực kì hài lòng học thấy tốt, hay",positive,
13824303,5,Cực kì hài lòng Mình mới nhận được hàng nhưng hàng chất lượng chính hãng có CD nha,positive,
17551833,5,Cực kì hài lòng Sách tốt,positive,
18276088,5,"Cực kì hài lòng sách mới, đóng gói kỹ",positive,
18930425,5,Cực kì hài lòng,positive,
4292202,1,Rất không hài lòng mình mua quyển sách này với mong muốn có 1 bản nghe đầy đủ. Nhưng phần CD mình mang ra quán để thu nội dung vào lap thì lại bị lỗi không dùng được. Mong bên tiki có thể giải quyết vấn đề này giúp mình,negative,
18873764,5,Cực kì hài lòng,positive,
18860425,5,Cực kì hài lòng,positive,
18781709,5,Cực kì hài lòng,positive,
18769552,5,Cực kì hài lòng,positive,
13448115,1,Rất không hài lòng đĩa CD k dùng được. đề nghị tiki hoặc fahasa hỗ trợ mình,negative,
18754302,4,Hài lòng,positive,
18734644,5,Cực kì hài lòng,positive,
14060443,2,"Không hài lòng Sách in thiếu chapter 3, cuối trang thì trắng tinh. Mong tiki giải quyết giúp mình.",negative,
16662279,5,"Cực kì hài lòng Sách đẹp, mới nguyên, không cong kìa hay trầy góc.",positive,
16901843,5,"Cực kì hài lòng sách đẹp, đóng gói cẩn thận, giao hàng nhanh",positive,
11371372,5,"Cực kì hài lòng sách đẹp, giao hàng không móp méo, nên mua",positive,
13721925,5,"Cực kì hài lòng giao hàng nhanh vs sách in rất rõ, đẹp ạ 🥰",positive,
2478707,5,"Cực kì hài lòng Đã nhận được sách rồi. Hàng đến sớm hơn dự kiến, nhưng vì giờ giấc hẹn giao lại các kiểu nên lúc chính thức lấy sách thì như dự kiến trên app. Sách đẹp, đóng gói đẹp, shipper cũng lịch sự. Mặc dù thấy mọi người nhận xét sách bị thiếu nhưng vì đọc được bình luận nhắc đến phản hồi của Fahasa nên mình vẫn quyết định mua. Vừa được giảm giá còn có mã giảm nữa nên chỉ còn gần 270k thôi. Hài lòng nên cho 5 sao ạ. Sách thì chưa đọc nhưng thấy review có vẻ rất thú vị. !!!",positive,
18360118,4,Hài lòng,positive,
18325538,5,Cực kì hài lòng,positive,
18284729,5,Cực kì hài lòng,positive,
18253180,5,Cực kì hài lòng,positive,
10272037,5,Cực kì hài lòng Ok,positive,
18161001,5,Cực kì hài lòng,positive,
10093463,5,Cực kì hài lòng Sách được đóng gói cẩn thận. Sách mới và đẹp. Giao hàng nhanh. Rất hài lòng,positive,
18087040,5,Cực kì hài lòng,positive,
15607241,5,Cực kì hài lòng Giao nhanh bất ngờ. Chiều đặt trưa mai giao r. 5s,positive,
19572,5,"a Recommended Dict for those who want to look up phrasal verbs and learn them with great interest. tiki tặng cover book trông quyển sách rất đẹp. 

So với quyển Oxford Advanced tổng hợp thì đương nhiên quyển này có lợi thế về sự rộng rãi đất đai nên giải thích rõ hơn, ví dụ nhiều hơn. 

Điều làm tôi thích ở quyển này là những phrasal verbs được sử dụng rộng rãi và phổ biến (popular phrasal verbs) thì được kí hiệu bằng hình chiếc chìa khóa ở đầu mỗi từ. Hoặc dối với 1 phrasal verb có quá nhiều nghĩa thì nghĩa nào phổ biến sẽ được kí hiệu chìa khóa. Riêng đối với bạn nào có thói quen học từ theo kiểu thứ tự abc có lẽ nên ưu tiên học những từ đó trước.

Giữa sách là phần hướng dẫn học phrasal verbs và các bài tập định hướng, để ôn lại 1 số popular phrasal verbs. Good dictionary !

Nếu có 1 điểm để nói là tôi không thích thì đó có lẽ là do sách không thể mở ra mà giữ nguyên trang được, có thể do còn mới hoặc do cấu tạo bìa sách nên sách sẽ bị gấp lại nếu không giữ tay ở trang đó. Nhưng cũng ko sao, Thế nên tôi lại mua 1 cái bookmark vậy. :)",positive,
18017030,5,Cực kì hài lòng,positive,
17977752,5,Cực kì hài lòng,positive,
4561278,4,"Bản CD audio không dùng được Bản audio bằng CD chỉ thích hợp cho máy tính chạy window XP nên không còn phù hợp với các loại PC, laptop bây giờ. Không biết còn cách này sử dụng được audio của sách này",positive,
16097421,5,Cực kì hài lòng ok,positive,
3689533,5,"rách gáy. nội dung hay sách lúc nhận về được đóng gói cẩn thận, nhưng bị rách 1 chút ở gáy sách. tuy nhiên mình dùng băng dính dán vào rồi. về nội dung thì hay. mình rate 5*",positive,
17904517,5,Cực kì hài lòng,positive,
16899351,5,Cực kì hài lòng rất ok nha nên mua ạ,positive,
17238913,5,Cực kì hài lòng đóng gói tốt,positive,
17816556,5,Cực kì hài lòng,positive,
17503723,5,Cực kì hài lòng,positive,
12728618,5,Cực kì hài lòng Đóng gói cẩn thận. Chất lượng tốt.,positive,
17778351,5,Cực kì hài lòng,positive,
17739197,5,Cực kì hài lòng,positive,
15600013,5,Cực kì hài lòng Oke,positive,
27646,5,"Hiệu quả cao Trong việc học từ vựng tiếng Anh, có lẽ việc nắm rõ các phrasal verbs là việc vô cùng khó khăn. Một từ mà nhiều nghĩa, từ bình thường có nghĩa này nhưng khi ghép lại thì ra nghĩa khác, đôi khi hoàn toàn độc lập và tách biệ nhau. Thế nên, hệ thống những kiến thức quan trọng, cần thiết nhưng lại khó nhớ này là điều vô cùng nan giải.
Và Oxford Phrasal Verbs Dictionary đã ở đây để trợ giúp các bạn. Với hệ thống từ đày đủ, chú thích rõ ràng, màu xanh nổi bật mà mát mắt, từ điển đã trở nên gần gũi hơn với người tra cứu. Ngoài ra, kí hiệu chìa khoá ở những từ, những nghĩa quan trọng cần lưu ý làm người đọc lưu tâm và nhớ rõ hơn các ý đó. Phần bài tập xen giữa sách cũng giúp người đọc hệ thống được kiến thức. Ví dụ rõ ràng, hình ảnh minh hoạ sinh động cũng giúp các bạn nhớ lâu hơn.
Mua từ điển này để trợ giúp việc học từ bạn nhé!",positive,
17671735,5,Cực kì hài lòng,positive,
17604335,5,Cực kì hài lòng,positive,
14588115,5,Cực kì hài lòng sách màu đẹp,positive,
17558427,5,Cực kì hài lòng,positive,
491501,5,"MÌnh đã dùng thử Mình thấy cuốn từ điển Oxford Learner's Pocket Verbs And Tenses này dùng khá tốt, mình đã được cô giáo Tiếng anh giới thiệu mua. Về hình thức, quyển từ điển này chất lượng giấy in tốt, mực in cũng đâm màu và chữ to hơn cuốn Oxford Learner's Pocket Dictionary, dễ đọc, dễ nhìn hơn, lại nhỏ gọn vừa tầm tay, dễ bỏ túi khi mang theo học. Cuốn từ điển này đưa ra nhiều cấu trúc câu quan trọng trong ngữ pháp và tiếng anh giao tiếp, những động từ dễ gây nhầm lẫn, phân loại để dễ nhớ và không mắc lỗi sai. Với nhiều ví dụ minh hoạ về các câu đúng và lỗi sai, mình hiểu rõ hơn về nhiều cấu trúc tiếng anh. Tuy nhiên, mình thấy cuốn từ điển này còn thiếu các cấu trúc, các trường hợp được đưa vào ví dụ khá thông dụng và chắc là có nhiều người đã biết. Vì là từ điển Anh - Anh nên cần cân nhắc về vốn từ tiếng anh trước khi mua vì mới đầu mình đọc cũng thấy hơi khó hiểu !",positive,
15533348,5,"Cực kì hài lòng sách có kèm cd nữa, giao hàng nhanhhhh",positive,
10973084,5,"Cực kì hài lòng rất sạch đẹp mới, kiến thức phù hợp để ôn luyện",positive,
17544693,5,Cực kì hài lòng,positive,
17508874,5,Cực kì hài lòng,positive,
11939673,5,"Cực kì hài lòng giao nhanh hơn chỗ khác , sách không bị gì ạ",positive,
17475266,5,Cực kì hài lòng,positive,
16630758,4,Hài lòng sách bị móp méo,positive,
17438123,5,Cực kì hài lòng,positive,
8959793,5,Cực kì hài lòng,positive,
17417018,5,Cực kì hài lòng,positive,
17197125,5,Cực kì hài lòng Xịn,positive,
17389846,5,Cực kì hài lòng,positive,
17340790,5,Cực kì hài lòng,positive,
17202411,5,Cực kì hài lòng,positive,
16273438,5,"Cực kì hài lòng ship nhanh, sách đẹp",positive,
15033001,5,Cực kì hài lòng,positive,
17220529,5,Cực kì hài lòng,positive,
8114068,5,Cực kì hài lòng Đóng gói rất cẩn thận với lại sách rất mới giao hàng nhanh nữa nên cho 5*,positive,
17200074,4,Hài lòng,positive,
17194644,5,Cực kì hài lòng,positive,
17172676,5,Cực kì hài lòng,positive,
17112303,5,Cực kì hài lòng,positive,
6191225,5,"Cực kì hài lòng Sách tốt, không bị quăn góc. Goodd",positive,
4191528,2,"Không hài lòng làm sao để chạy đĩa CD vậy ạ? 
nó thật khó để có thể chạy 
Ngoài ra thì các kĩ năng không liên quan đến CD đều ổn và cải thiện nhiều sau khi học.",negative,
16672011,5,Cực kì hài lòng oki,positive,
16667351,5,Cực kì hài lòng Ok,positive,
16753554,4,Hài lòng,positive,
10780940,5,Cực kì hài lòng Sách đẹp. Nhẹ tay.,positive,
12998277,5,"Cực kì hài lòng sách đúng giá, ship nhanh chóng, đóng gói cẩn thận",positive,
16730176,5,Cực kì hài lòng,positive,
5115998,5,"Cực kì hài lòng Ko có ảnh nma yêu sách cực, fahasa vs tiki chưa bh lm mk thất vọng",positive,
16660577,5,Cực kì hài lòng,positive,
2967185,4,"Hài lòng 1. Truyện giao về muộn hơn dự kiến ban đầu, khiến mình dù đặt hàng rất sớm mà tận hôm nay mình mới nhận được hàng, nhưng tiki đã gửi *** xin lỗi rồi nên thôi tạm bỏ qua : D
2. Khác với những lần mình mua sách trước đây, lần này sách không hề có nilong hay miếng xốp bọc ngoài để bảo vệ truyện, không - có - gì - cả!(sốc tập 2). Vì vậy truyện của mình bị móp phần gáy mà còn cong queo nữa :D Nhưng ok mình sẽ lấy lí do bớt nilong bớt xốp để bảo vệ môi trường nên bỏ qua vụ này :'D
3. Chất lượng giấy của truyện được xuất bản bởi Kim Đồng thì ai cũng biết nên không cần nói nữa : D Phần dịch thuật ok trừ đoạn xưng hô với thầy Urokodaki ra.
4. Ngoài ra không còn vấn đề gì nữa : D
Mong tiki khắc phục 2 lỗi đầu tiên ở trên để nâng cao chất lượng dịch vụ hơn ạ",positive,
16626116,5,Cực kì hài lòng,positive,
16621848,5,Cực kì hài lòng,positive,
9727419,4,Hài lòng bao bìa sách ok sách tốt đóng gói chất lượnggggg,positive,
16344875,5,Cực kì hài lòng good,positive,
914198,5,Cực kì hài lòng Cho em hỏi sao cuốn này có nhiều bản thế ạ.Em search ra nhiều bản quá ko biết bản nào là bản chính,positive,
7100522,5,"Cực kì hài lòng Sản phẩm nguyên vẹn, đóng gói cẩn thận, giao hàng nhanh...
Cảm ơn Fahasa",positive,
9303933,5,"Cực kì hài lòng sách đẹp, đóng gói cẩn thận, giao hàng cực nhanh.",positive,
16433791,5,Hài lòng,positive,
16409933,5,Cực kì hài lòng,positive,
16396647,5,Cực kì hài lòng,positive,
11407505,5,"Cực kì hài lòng Sách hay không gì bàn cãi, mọi người nên mua khi đang ở band 4.5-5.0",positive,
9269120,3,Bình thường Sách nguyên vẹn gói hàng cẩn thận nói chung good nhưng mà Shipper giao lộn địa chỉ :))),neutral,
16286803,5,Cực kì hài lòng,positive,
13403020,5,Cực kì hài lòng,positive,
16220190,5,Cực kì hài lòng,positive,
15467973,5,Cực kì hài lòng tuyệt vời,positive,
16175761,5,Cực kì hài lòng,positive,
11977195,5,Cực kì hài lòng đóng gói kĩ càng lắm ý 🥰🥰 Sách bìa cứng bao đẹp.,positive,
139573,5,"Kiệt tác của những kiệt tác Phải nói rằng đây là một cuốn sách được viết ra để lấy đi nước mắt của người đọc, kể cả là con người ấy có lạnh lùng thế nào đi chăng nữa. Từng lời nói, từng từ ngữ đều được chau chuốt để có khả năng lay động bất cứ trái tim nào. Nội dung dù rất quen thuộc, gần như là quá phổ biến, nhưng cái cách mà tác giả  biến nó thành một trong số ít những cuốn sách thực sự được coi là kiệt tác mới thực sự đáng khâm phục. 
Tuy nhiên tôi không thích bản dịch bằng tiếng Việt vì nó chưa nắm bắt và truyền tải hết những câu chữ kiệt xuất của John Green nên bạn nào có khă năng tiếng Anh thì nên đọc bản gốc.",positive,
4760173,5,"Cực kì hài lòng Tiki giao hàng rất nhanh. Được mở hàng ra kiểm tra luôn. Sản phẩm y như hình, tốt. Nói chung là hài lòng. Sẽ ủng hộ tiki dài dài...",positive,
